order_id,order_date,status,item_id,sku,qty_ordered,price,value,Discount_Percent,discount_amount,category,payment_method,year,month,Gender,age,City,Reasons for cancelation and order refund
245149,06/18/2021,received,850735,KAR59E85CC0AB72C,19,22.5,405.0,0.0,0.0,Superstore,Payaxis,2021,6,FEMALE,34,Alexandria,No Cancelation or Refund
71512,06/24/2021,received,855868,APPSOG59DFA54ADAADB,2,505.2,505.2,0.0,0.0,Appliances,customercredit,2021,6,FEMALE,19,Alexandria,No Cancelation or Refund
262829,06/20/2021,received,853432,MATSAM5A7463EE3C1A5,2,1632.8,1632.8,10.3933121,16970.2,Mobiles & Tablets,jazzvoucher,2021,6,MALE,29,Tanta,No Cancelation or Refund
56314,12/13/2020,received,611756,MEFAYB59F774E36AA68-L,3,79.8,159.6,20.0,3192.0,Men's Fashion,Easypay,2020,12,MALE,47,Alexandria,No Cancelation or Refund
129732,12/26/2020,complete,667352,MEFFUR5A0C3F7DBED6E-L,2,52.5,52.5,0.0,0.0,Men's Fashion,cod,2020,12,FEMALE,31,Cairo,No Cancelation or Refund
124104,12/29/2020,cod,699080,MEFAYB59F76C0E65E35-L,2,79.9,79.9,0.0,0.0,Men's Fashion,cod,2020,12,FEMALE,36,Cairo,No Cancelation or Refund
119237,01/02/2021,complete,705312,BAGNIV59EF2F3E68858,2,47.4,47.4,0.0,0.0,Beauty & Grooming,cod,2021,1,MALE,65,Cairo,No Cancelation or Refund
133151,12/26/2020,canceled,670852,MATMOT59FC5E2260053,2,1855.5,1855.5,16.16814875,30000.00001,Mobiles & Tablets,Easypay_MA,2020,12,FEMALE,19,Cairo,High Price and Cheaper alternative
63237,04/17/2021,complete,787034,APPTHU5A0B50CD45242,15,54.0,756.0,0.0,0.0,Appliances,Payaxis,2021,4,FEMALE,62,Tanta,No Cancelation or Refund
66819,12/20/2020,complete,621040,ENTORI5A00C8379F59E,2,1958.0,1958.0,12.29826353,24079.99999,Entertainment,easypay_voucher,2020,12,FEMALE,72,Cairo,No Cancelation or Refund
69224,12/11/2020,received,608683,SOGNIC59AC8ECF1624E,2,36.2,36.2,0.0,0.0,Soghaat,cod,2020,12,MALE,50,Cairo,No Cancelation or Refund
227223,04/28/2021,received,797935,OTHPCB5AB351EA407C6,6,50.0,250.0,0.0,0.0,Others,easypay_voucher,2021,4,FEMALE,20,Tanta,No Cancelation or Refund
160181,04/18/2021,canceled,788526,WOFALK5A8D08D394BC1,2,260.0,260.0,0.0,0.0,Women's Fashion,cod,2021,4,MALE,29,Mansoura,bad reviews
198039,04/26/2021,canceled,795583,MATHUA5A7463F0743AA,2,2864.5,2864.5,0.0,0.0,Mobiles & Tablets,Payaxis,2021,4,FEMALE,24,Cairo,product damaged during shipping
53273,11/14/2020,canceled,596036,MATHUA59B7EB4D845C1,1,2242.3,0.0,8.919413103,0.0,Mobiles & Tablets,Payaxis,2020,11,MALE,42,Alexandria,product delivered to a wrong address
201293,03/28/2021,complete,761045,ENTECO5A7FE80D6C830,2,1979.2,1979.2,11.11560226,21999.99999,Entertainment,Payaxis,2021,3,FEMALE,36,Cairo,No Cancelation or Refund
41294,12/21/2020,complete,639206,MATHUA5A0C4EEFA7A5B,3,1255.1,2510.2,21.3739941,53652.99999,Mobiles & Tablets,Easypay,2020,12,MALE,44,Cairo,No Cancelation or Refund
206164,04/01/2021,complete,767647,BAGTOP5A6FF58978833,2,113.9,113.9,0.0,0.0,Beauty & Grooming,cod,2021,4,FEMALE,23,Cairo,No Cancelation or Refund
123471,12/24/2020,canceled,659940,HALEMA59AC667E49CD2,2,62.2,62.2,10.0,622.0,Home & Living,easypay_voucher,2020,12,FEMALE,71,Cairo,product damaged during shipping
190663,03/21/2021,complete,747721,MEFKAR5A7C13BB5912D-XL,2,52.0,52.0,0.0,0.0,Men's Fashion,cod,2021,3,MALE,51,Cairo,No Cancelation or Refund
101905,12/21/2020,canceled,638572,WOFLAL59ACBB1CAB4A0,3,132.0,264.0,20.0,5280.0,Women's Fashion,Easypay,2020,12,MALE,43,Cairo,product arrived too late
136243,12/27/2020,complete,674288,MATSAM59DB75A984259,3,1369.8,2739.6,21.1695138,57996.00001,Mobiles & Tablets,easypay_voucher,2020,12,FEMALE,18,Cairo,No Cancelation or Refund
113099,12/22/2020,complete,648157,ENTNOB59F98B192A8C4,2,1549.9,1549.9,12.90341312,19998.99999,Entertainment,easypay_voucher,2020,12,MALE,37,Giza,No Cancelation or Refund
27102,10/24/2020,canceled,582806,SOGREH59C0C621D69DA,3,20.5,41.0,0.0,0.0,Soghaat,cod,2020,10,MALE,59,Cairo,product arrived too late
25117,02/11/2021,order_refunded,728738,WOFDEA59F1ED0FE21D8,2,159.9,159.9,0.0,0.0,Women's Fashion,cod,2021,2,FEMALE,24,Cairo,product defects
51510,11/13/2020,received,594780,BAGMAS59C2228485525,2,56.3,56.3,0.0,0.0,Beauty & Grooming,cod,2020,11,MALE,65,Alexandria,No Cancelation or Refund
158968,01/02/2021,canceled,705306,APPTHU5A0B50CD45242,2,49.9,49.9,15.0,748.5,Appliances,Easypay,2021,1,FEMALE,21,Cairo,bad reviews
8170,07/30/2021,received,877540,HALFIT5A6F1D8B1CB98,2,45.0,45.0,0.0,0.0,Home & Living,cod,2021,7,MALE,72,Cairo,No Cancelation or Refund
285941,09/25/2021,canceled,903712,BKSLIB5AA7B0635C353,3,12.5,25.0,0.0,0.0,Books,cod,2021,9,MALE,51,Mansoura,High Price and Cheaper alternative
54014,01/31/2021,complete,723046,KNO59D64DAC18B6C,5,2.7,10.8,20.0,216.0,Superstore,Payaxis,2021,1,MALE,36,Cairo,No Cancelation or Refund
236485,04/30/2021,received,811457,OTHPCB5ABB2073BDF0C,6,50.0,250.0,0.0,0.0,Others,Easypay,2021,4,MALE,72,Cairo,No Cancelation or Refund
258450,09/16/2021,canceled,899391,ENTECO5A7FE80D6C830,2,2059.9,2059.9,0.0,0.0,Entertainment,easypay_voucher,2021,9,FEMALE,40,Al Sharqiya,product did not match the description
261995,06/21/2021,canceled,853737,COMLEN5ADF23E3142D4,1,6404.2,0.0,9.0,0.0,Computing,Easypay,2021,6,FEMALE,30,Mansoura,product did not match the description
242666,05/09/2021,canceled,820380,MATHUA5AA6562AC6B1F,2,2396.0,2396.0,0.0,0.0,Mobiles & Tablets,Easypay,2021,5,FEMALE,73,Mansoura,product did not match the description
176082,03/12/2021,complete,740048,HASQAR5A5368FDD19C1,2,9.8,9.8,0.0,0.0,Health & Sports,cod,2021,3,MALE,50,Cairo,No Cancelation or Refund
102767,12/21/2020,canceled,637192,COMSMA59DCD0E6027C6,2,147.5,147.5,0.0,0.0,Computing,Easypay,2020,12,MALE,72,Mansoura,product damaged during shipping
41063,12/24/2020,canceled,659352,MATROM59D5F59DB929D,2,209.9,209.9,0.0,0.0,Mobiles & Tablets,Easypay_MA,2020,12,FEMALE,48,Cairo,product arrived too late
205482,04/01/2021,canceled,766764,OTHPCB5A7D846CDE124,2,400.0,400.0,0.0,0.0,Others,easypay_voucher,2021,4,FEMALE,51,Alexandria,product did not meet the customer’s expectations
260933,06/18/2021,received,850819,MATTEL5A462528E403F,2,479.1,479.1,13.74848675,6586.9,Mobiles & Tablets,jazzvoucher,2021,6,FEMALE,61,Cairo,No Cancelation or Refund
22684,12/25/2020,complete,663164,APPTHU5A0B50CD45242,2,49.9,49.9,19.84589178,990.31,Appliances,Easypay,2020,12,FEMALE,66,Alexandria,No Cancelation or Refund
207520,04/16/2021,complete,781599,MATSAM5A7463EE3C1A5,2,1716.0,1716.0,18.82750583,32308.0,Mobiles & Tablets,Payaxis,2021,4,MALE,37,Alexandria,No Cancelation or Refund
222826,04/19/2021,canceled,790446,WOFSIT5A993A3C25E3A,2,100.0,100.0,0.0,0.0,Women's Fashion,Easypay,2021,4,FEMALE,38,Cairo,product did not match the description
268479,07/04/2021,canceled,864312,ROO5AE983F2751EA,5,228.0,912.0,25.0,22800.0,Superstore,Easypay,2021,7,FEMALE,69,Cairo,product did not meet the customer’s expectations
283555,09/16/2021,canceled,899601,WOFFIS5A9E3B62E9589,8,135.0,945.0,0.0,0.0,Women's Fashion,Payaxis,2021,9,FEMALE,55,Cairo,product did not match the description
192896,03/24/2021,complete,753441,APPDAW5A7CA56D107A0,3,838.9,1677.8,21.0,35233.8,Appliances,Easypay,2021,3,MALE,30,Cairo,No Cancelation or Refund
105538,09/28/2021,cod,904573,MEFBLA5B6A947FC0C37-XL,2,109.9,109.9,0.0,0.0,Men's Fashion,cod,2021,9,FEMALE,59,Cairo,No Cancelation or Refund
267849,07/07/2021,canceled,865943,MATHUA5AF70B5D6ADF3,2,3549.9,3549.9,0.0,0.0,Mobiles & Tablets,bankalfalah,2021,7,MALE,43,Mansoura,product did not meet the customer’s expectations
103134,12/23/2020,complete,651786,WOFLAL59D940C0213C8,2,143.0,143.0,10.0,1430.0,Women's Fashion,easypay_voucher,2020,12,MALE,30,Cairo,No Cancelation or Refund
149252,12/28/2020,order_refunded,690466,KABBAB59AC63A34703C,7,164.0,984.0,35.33536585,34770.0,Kids & Baby,Easypay,2020,12,FEMALE,43,Tanta,product arrived too late
203559,03/31/2021,complete,764024,MEFKAR5A7C1393107CA-M,2,72.0,72.0,0.0,0.0,Men's Fashion,Payaxis,2021,3,FEMALE,70,Cairo,No Cancelation or Refund
9167,11/21/2020,complete,600633,LIP59D62D6F4FEF0,3,85.0,170.0,28.84588235,4903.8,Superstore,cod,2020,11,MALE,63,Alexandria,No Cancelation or Refund
183392,04/08/2021,complete,774495,APPWES5A5849EFBE153,2,349.5,349.5,0.0,0.0,Appliances,cod,2021,4,FEMALE,55,Alexandria,No Cancelation or Refund
64774,01/17/2021,complete,716766,SOGMDF5A09BC0D96BE3,2,8.64,8.64,0.0,0.0,Soghaat,cod,2021,1,FEMALE,73,Cairo,No Cancelation or Refund
220289,04/17/2021,received,786878,OTHPCB5A7D846C5089A,6,600.0,3000.0,0.0,0.0,Others,Easypay,2021,4,FEMALE,67,Tanta,No Cancelation or Refund
43257,11/12/2020,complete,591900,MATINF59C9002EA6AF0,3,1349.9,2699.8,29.63182458,80000.0,Mobiles & Tablets,Payaxis,2020,11,FEMALE,54,Alexandria,No Cancelation or Refund
177933,08/04/2021,received,879615,HASQAR5A744999A7B52,2,13.3,13.3,0.0,0.0,Health & Sports,cod,2021,8,MALE,50,Cairo,No Cancelation or Refund
38433,12/20/2020,canceled,633754,APPJAC59EF4D828C7A1,3,196.6,393.2,21.42287894,8423.476,Appliances,Easypay,2020,12,FEMALE,70,Tanta,bad reviews
218985,04/17/2021,canceled,785383,OTHPCB5A7D8A12DF5B2,2,1200.0,1200.0,0.0,0.0,Others,Payaxis,2021,4,MALE,25,Cairo,product did not match the description
169296,03/01/2021,complete,735499,MATHUA5A0C4EEFA7A5B,2,1366.7,1366.7,10.97534206,14999.99999,Mobiles & Tablets,Easypay,2021,3,MALE,35,Alexandria,No Cancelation or Refund
11547,12/16/2020,complete,615023,HALSEV59AD40D91C2C1,2,57.0,57.0,0.0,0.0,Home & Living,Payaxis,2020,12,FEMALE,64,Cairo,No Cancelation or Refund
129377,12/29/2020,complete,699089,APPKEN5A0040798B3CE,2,1568.0,1568.0,0.0,0.0,Appliances,cod,2020,12,MALE,33,Alexandria,No Cancelation or Refund
119792,12/24/2020,complete,655411,MATHUA5A0C4FB65E163,3,1054.1,2108.2,24.6655915,52000.0,Mobiles & Tablets,Easypay,2020,12,FEMALE,47,Cairo,No Cancelation or Refund
110579,12/28/2020,complete,691321,APPPHI5A0B560A17BE4,2,149.9,149.9,16.00400267,2399.0,Appliances,Easypay_MA,2020,12,FEMALE,61,Mansoura,No Cancelation or Refund
106344,12/21/2020,canceled,641038,MEFBNB59FC74FFCBC1B-L,2,24.9,24.9,0.0,0.0,Men's Fashion,easypay_voucher,2020,12,MALE,71,Mansoura,product damaged during shipping
215258,04/29/2021,canceled,802784,OTHPCB5AB351EF0B963,3,500.0,1000.0,0.0,0.0,Others,Easypay_MA,2021,4,FEMALE,64,Mansoura,Arriving date has changed
50676,11/12/2020,canceled,594370,APPDAW59CA06B72786E,2,1269.9,1269.9,0.0,0.0,Appliances,Payaxis,2020,11,MALE,19,Mansoura,product delivered to a wrong address
135616,12/29/2020,complete,694204,MATSAM59DB75ADB2F80,2,1369.8,1369.8,15.40297854,21099.0,Mobiles & Tablets,easypay_voucher,2020,12,FEMALE,26,Cairo,No Cancelation or Refund
72074,12/13/2020,complete,610554,MATSAM59DB75ADB2F80,2,1400.0,1400.0,16.42857143,23000.0,Mobiles & Tablets,easypay_voucher,2020,12,FEMALE,37,Cairo,No Cancelation or Refund
199097,06/12/2021,received,843221,SADSTA5A9E7A383DB52,2,75.9,75.9,0.0,0.0,School & Education,cod,2021,6,MALE,42,Tanta,No Cancelation or Refund
98667,12/20/2020,canceled,632871,APPMAG5A0C4BA607C4B,3,504.9,1009.8,23.76708259,24000.0,Appliances,Easypay,2020,12,MALE,57,Cairo,High Price and Cheaper alternative
144365,04/19/2021,complete,790124,MOR59F333319808D,3,47.4,94.8,0.0,0.0,Superstore,cod,2021,4,MALE,21,Cairo,No Cancelation or Refund
151947,12/29/2020,received,694089,APPCAM59BA8ECFD444E,2,130.0,130.0,16.51076923,2146.4,Appliances,Easypay,2020,12,FEMALE,26,Cairo,No Cancelation or Refund
162514,01/11/2021,complete,712535,MATIDR59BA510306FBE,2,670.0,670.0,0.0,0.0,Mobiles & Tablets,Easypay,2021,1,MALE,63,Alexandria,No Cancelation or Refund
257008,06/22/2021,canceled,854705,COMLIV5AE300C61DB4E,2,33.0,33.0,0.0,0.0,Computing,bankalfalah,2021,6,MALE,21,Mansoura,product did not match the description
26996,11/04/2020,order_refunded,586520,APPRAJ59C9F491D5848,2,133.0,133.0,0.0,0.0,Appliances,cod,2020,11,FEMALE,63,Cairo,product defects
155108,12/29/2020,complete,699097,APPKEN5A0CAEA07AAA9,3,4999.9,9999.8,21.00042001,210000.00002,Appliances,easypay_voucher,2020,12,MALE,20,Cairo,No Cancelation or Refund
166542,01/28/2021,complete,722017,MATSAM59B7EAE1D2916,2,2835.1,2835.1,0.0,0.0,Mobiles & Tablets,Easypay,2021,1,FEMALE,39,Cairo,No Cancelation or Refund
176642,05/12/2021,complete,821684,HASQAR5A687F255CCE7,2,21.3,21.3,0.0,0.0,Health & Sports,cod,2021,5,MALE,50,Cairo,No Cancelation or Refund
35967,11/05/2020,order_refunded,586744,ROO59C0C77B69CC2,2,17.0,17.0,0.0,0.0,Superstore,Payaxis,2020,11,FEMALE,45,Alexandria,product arrived too late
72090,12/27/2020,complete,684018,MATIDR59BA5107902DF,2,670.0,670.0,10.0,6700.0,Mobiles & Tablets,easypay_voucher,2020,12,MALE,54,Tanta,No Cancelation or Refund
64595,12/04/2020,canceled,605498,COMSEA59D5F5B02C292,2,899.9,899.9,0.0,0.0,Computing,cod,2020,12,FEMALE,40,Cairo,High Price and Cheaper alternative
225652,04/25/2021,complete,794728,MATXIA5AB264ABE357E,1,2059.9,0.0,4.854604592,0.0,Mobiles & Tablets,easypay_voucher,2021,4,FEMALE,24,Tanta,No Cancelation or Refund
277119,08/08/2021,canceled,881846,MATNOK5B31F0A74F37A,2,1979.9,1979.9,0.0,0.0,Mobiles & Tablets,Easypay_MA,2021,8,MALE,35,Alexandria,product did not match the description
201205,03/28/2021,complete,761092,OTHPCB5A7D845E2C6C7,3,600.0,1200.0,0.0,0.0,Others,Payaxis,2021,3,FEMALE,52,Cairo,No Cancelation or Refund
283377,09/13/2021,canceled,895718,HALCHA5A7DAB9501B2A,2,19.0,19.0,0.0,0.0,Home & Living,bankalfalah,2021,9,MALE,45,Cairo,product did not match the description
167675,04/16/2021,canceled,781459,COMDEL5A7D52B96D770,2,7749.9,7749.9,11.29033923,87499.0,Computing,Payaxis,2021,4,MALE,35,Alexandria,bad reviews
236508,04/30/2021,canceled,811491,OTHPCB5ABB2074D0E3D,6,500.0,2500.0,0.0,0.0,Others,Easypay,2021,4,MALE,28,Cairo,product delivered to a wrong address
59382,11/21/2020,canceled,600551,OTHYAY59E0CBB78B39A,3,300.0,600.0,0.0,0.0,Others,Easypay_MA,2020,11,FEMALE,51,Cairo,product arrived too late
164237,01/16/2021,received,715853,MEFBNB59FC74FFCBC1B-L,2,24.9,24.9,0.0,0.0,Men's Fashion,cod,2021,1,FEMALE,18,Cairo,No Cancelation or Refund
161488,03/28/2021,received,760416,MATBIZ5A703222241FF,2,59.5,59.5,0.0,0.0,Mobiles & Tablets,cod,2021,3,MALE,27,Alexandria,No Cancelation or Refund
10870,10/08/2020,received,577378,Herbo Natural_10,2,80.0,80.0,0.0,0.0,Health & Sports,Payaxis,2020,10,FEMALE,36,Cairo,No Cancelation or Refund
151248,06/16/2021,canceled,848367,ROO5AE983F2751EA,1,228.0,0.0,5.0,0.0,Superstore,Easypay,2021,6,FEMALE,33,Cairo,product damaged during shipping
26227,06/20/2021,canceled,852227,WOFSIT5AB87CB4763BF,11,109.9,1099.0,0.0,0.0,Women's Fashion,bankalfalah,2021,6,MALE,37,Tanta,product arrived too late
213552,04/13/2021,complete,778566,COMHP5A0C17AAB9551,1,1170.2,0.0,9.827379935,0.0,Computing,Payaxis,2021,4,MALE,55,Cairo,No Cancelation or Refund
48970,11/12/2020,canceled,593452,MATINF59BB98E9CB27B,4,959.9,2879.7,30.0,86391.0,Mobiles & Tablets,Payaxis,2020,11,MALE,43,Cairo,product delivered to a wrong address
3750,10/02/2020,received,575437,AM_gsbcfw,2,94.5,94.5,0.0,0.0,Women's Fashion,cod,2020,10,MALE,47,Cairo,No Cancelation or Refund
201374,03/28/2021,complete,761098,APPDAW59E0BB996E31E,2,838.9,838.9,11.78805579,9889.0,Appliances,Easypay,2021,3,FEMALE,31,Mansoura,No Cancelation or Refund
24572,10/31/2020,received,585189,MEFADO59AD77615E293-XL,2,85.0,85.0,0.0,0.0,Men's Fashion,cod,2020,10,FEMALE,75,Cairo,No Cancelation or Refund
149115,12/28/2020,canceled,690646,APPGRE5A0C1CD11B590,2,4410.5,4410.5,0.0,0.0,Appliances,cod,2020,12,FEMALE,24,Cairo,product damaged during shipping
166282,01/20/2021,complete,718343,BAGDOV5A099F4F52FAF,3,50.0,100.0,0.0,0.0,Beauty & Grooming,cod,2021,1,MALE,75,Alexandria,No Cancelation or Refund
249879,06/02/2021,canceled,832751,MATINF5A6828D8BE259,2,1605.0,1605.0,0.0,0.0,Mobiles & Tablets,bankalfalah,2021,6,MALE,60,Alexandria,receiving wrong product
213724,04/13/2021,canceled,778809,MATSAM5A9F81654656B,3,9799.9,19599.8,0.0,0.0,Mobiles & Tablets,Payaxis,2021,4,MALE,41,Alexandria,Arriving date has changed
155492,12/30/2020,complete,699341,COMHP5A0416FB4BFFF,2,372.5,372.5,0.0,0.0,Computing,cod,2020,12,MALE,71,Cairo,No Cancelation or Refund
233385,05/01/2021,canceled,817109,OTHPCB5ABB206A04002,4,50.0,150.0,0.0,0.0,Others,Easypay,2021,5,FEMALE,53,Mansoura,product did not match the description
40685,04/19/2021,complete,790028,MATTEL5A462528E403F,2,479.2,479.2,0.0,0.0,Mobiles & Tablets,Easypay,2021,4,FEMALE,64,Cairo,No Cancelation or Refund
158969,01/02/2021,canceled,705307,APPJAC5A0965DD67A6B,2,589.9,589.9,15.0,8848.5,Appliances,Easypay,2021,1,FEMALE,21,Cairo,bad reviews
236964,04/30/2021,canceled,812717,OTHPCB5ABB206A86CD5,2,500.0,500.0,0.0,0.0,Others,jazzwallet,2021,4,FEMALE,30,Mansoura,product defects
109586,12/22/2020,canceled,644344,APPDAW5A00144E5D452,2,499.9,499.9,0.0,0.0,Appliances,Easypay,2020,12,MALE,33,Alexandria,bad reviews
275691,08/12/2021,received,883416,MEFHOU5ABBA9020F903,4,59.9,179.7,33.38898164,6000.0,Men's Fashion,apg,2021,8,FEMALE,58,Cairo,No Cancelation or Refund
186394,03/21/2021,received,747907,WOFDEA5A44C01374512,2,59.9,59.9,0.0,0.0,Women's Fashion,cod,2021,3,FEMALE,38,Cairo,No Cancelation or Refund
180709,03/03/2021,complete,737398,COMA4-59AC87AAE7C63,2,122.5,122.5,0.0,0.0,Computing,cod,2021,3,MALE,66,Tanta,No Cancelation or Refund
9503,10/06/2020,complete,576861,rub_EZCast_Dongle Wifi Display,2,177.5,177.5,0.0,0.0,Entertainment,cod,2020,10,MALE,60,Cairo,No Cancelation or Refund
116455,03/05/2021,canceled,738077,MATINF5A61FBB6B9553,1,1239.9,0.0,8.065166546,0.0,Mobiles & Tablets,Easypay,2021,3,MALE,63,Mansoura,product damaged during shipping
168458,02/07/2021,order_refunded,727007,ENTSAM59B7C1E6682AC,2,9000.0,9000.0,0.0,0.0,Entertainment,cod,2021,2,FEMALE,75,Cairo,product arrived too late
256879,06/16/2021,canceled,848038,MATSAM5AF2F8BB83BCC,1,3669.9,0.0,8.0,0.0,Mobiles & Tablets,Easypay,2021,6,FEMALE,40,Cairo,product did not match the description
127447,12/26/2020,canceled,671841,HALSHO59F835E4825D4,2,17.9,17.9,0.0,0.0,Home & Living,Easypay,2020,12,MALE,66,Cairo,product damaged during shipping
171856,07/13/2021,received,869788,MEFPEA5A9E5E1F6545B,2,79.9,79.9,0.0,0.0,Men's Fashion,cod,2021,7,MALE,36,Mansoura,No Cancelation or Refund
179145,03/22/2021,order_refunded,751390,WOFART59ACDCFAA46F0,2,54.9,54.9,0.0,0.0,Women's Fashion,cod,2021,3,FEMALE,46,Cairo,product arrived too late
280275,09/05/2021,received,892926,MATFAS5AC716876336E,2,200.0,200.0,10.0,2000.0,Mobiles & Tablets,cod,2021,9,FEMALE,70,Cairo,No Cancelation or Refund
96659,12/20/2020,complete,630946,WOFDEA59F1ECA3C0192,2,129.9,129.9,0.0,0.0,Women's Fashion,cod,2020,12,MALE,71,Cairo,No Cancelation or Refund
250625,06/04/2021,complete,833810,MATARO5AD9880916EB3,2,39.9,39.9,0.0,0.0,Mobiles & Tablets,cod,2021,6,FEMALE,42,Cairo,No Cancelation or Refund
169930,02/03/2021,complete,724436,MATSAM59DB75ADB2F80,1,1369.8,0.0,7.300335815,0.0,Mobiles & Tablets,cod,2021,2,MALE,55,Cairo,No Cancelation or Refund
195748,06/09/2021,canceled,839114,MATSAM5A9F8391D6301,1,8209.9,0.0,7.781678218,0.0,Mobiles & Tablets,jazzvoucher,2021,6,FEMALE,43,Cairo,product damaged during shipping
94780,12/20/2020,canceled,628938,MEFTHE59F6D79F48579-42,2,104.8,104.8,0.0,0.0,Men's Fashion,Easypay,2020,12,FEMALE,64,Alexandria,product arrived too late
237796,04/30/2021,received,813180,OTHPCB5ABB207673754,2,200.0,200.0,0.0,0.0,Others,Easypay,2021,4,FEMALE,34,Alexandria,No Cancelation or Refund
52852,12/24/2020,order_refunded,655041,MEFOXF59D2ABA959548-40,3,285.0,570.0,20.0,11400.0,Men's Fashion,Easypay,2020,12,FEMALE,45,Cairo,product arrived too late
72758,12/21/2020,complete,635626,MATSAM5A0BFFEF4DA20,2,1400.0,1400.0,14.5,20300.0,Mobiles & Tablets,easypay_voucher,2020,12,FEMALE,57,Cairo,No Cancelation or Refund
258717,06/15/2021,order_refunded,847176,HALSHO59F866934393C,2,46.5,46.5,0.0,0.0,Home & Living,cod,2021,6,FEMALE,55,Cairo,product did not match the description
52751,12/23/2020,canceled,651105,MATINF59BAB1EEEA6D5,3,70.0,140.0,10.0,1400.0,Mobiles & Tablets,easypay_voucher,2020,12,FEMALE,55,Mansoura,product delivered to a wrong address
773,01/18/2021,received,717506,MEFBUY59B7E808D2F6A-40,2,69.9,69.9,0.0,0.0,Men's Fashion,cod,2021,1,FEMALE,39,Alexandria,No Cancelation or Refund
58420,12/23/2020,complete,650481,MATSAM5A0BFFEEED718,2,1400.0,1400.0,19.28571429,27000.00001,Mobiles & Tablets,Easypay,2020,12,FEMALE,67,Cairo,No Cancelation or Refund
162762,01/13/2021,canceled,713528,MATLEN59B7EA8CD9A54,2,742.3,742.3,0.0,0.0,Mobiles & Tablets,Easypay,2021,1,FEMALE,67,Mansoura,bad reviews
90726,12/20/2020,complete,625531,APPANE59FADA8F3A8EC,3,442.5,885.0,20.0,17700.0,Appliances,Easypay,2020,12,FEMALE,37,Alexandria,No Cancelation or Refund
190070,03/20/2021,canceled,747082,APPHAI59FF434541815,2,4431.5,4431.5,0.0,0.0,Appliances,Easypay_MA,2021,3,MALE,57,Cairo,product damaged during shipping
103765,12/22/2020,complete,646007,BAGVEE5A068E1190C42,3,40.0,80.0,24.405275,1952.422,Beauty & Grooming,Easypay,2020,12,FEMALE,20,Al Sharqiya,No Cancelation or Refund
147481,12/28/2020,canceled,687945,APPKEN59E0CB922E2AD,2,185.0,185.0,15.0,2775.0,Appliances,Easypay,2020,12,FEMALE,39,Cairo,product damaged during shipping
47903,12/23/2020,complete,651726,APPNAT5A0A01860CE92,3,86.8,173.6,20.36866359,3536.0,Appliances,easypay_voucher,2020,12,FEMALE,61,Cairo,No Cancelation or Refund
261763,06/19/2021,canceled,851803,MATHUA5AE2C56987E60,1,2520.8,0.0,9.0,0.0,Mobiles & Tablets,bankalfalah,2021,6,FEMALE,43,Cairo,receiving wrong product
195883,03/24/2021,canceled,754315,MATSAM5A7DBC627D4BD,2,1458.4,1458.4,11.0,16042.4,Mobiles & Tablets,easypay_voucher,2021,3,MALE,74,Cairo,product damaged during shipping
31017,10/29/2020,complete,584673,HALEMA59AC70ED76836,2,87.5,87.5,0.0,0.0,Home & Living,cod,2020,10,FEMALE,53,Alexandria,No Cancelation or Refund
275049,07/30/2021,canceled,877646,MATGIF5ACB524B9967C,2,15.0,15.0,0.0,0.0,Mobiles & Tablets,Easypay_MA,2021,7,FEMALE,23,Cairo,product did not match the description
219192,04/17/2021,complete,787947,MEFGIF5A851D1CB02EA,2,8.9,8.9,0.0,0.0,Men's Fashion,cod,2021,4,FEMALE,58,Alexandria,No Cancelation or Refund
22820,11/28/2020,complete,603110,MATINF59C9002EA6AF0,2,1349.9,1349.9,14.81591229,20000.0,Mobiles & Tablets,Easypay,2020,11,FEMALE,51,Cairo,No Cancelation or Refund
63273,12/23/2020,order_refunded,649924,BAGMAS59C222645BB19,2,123.25,123.25,0.0,0.0,Beauty & Grooming,cod,2020,12,FEMALE,38,Cairo,product defects
163092,01/12/2021,complete,713322,WOFDEA5A23FAD65A37B-L,2,39.9,39.9,0.0,0.0,Women's Fashion,cod,2021,1,FEMALE,50,Alexandria,No Cancelation or Refund
37271,01/02/2021,complete,704575,MATINF59C9002A3CDEC,2,1278.9,1278.9,15.0,19183.5,Mobiles & Tablets,Easypay,2021,1,MALE,66,Cairo,No Cancelation or Refund
86524,12/23/2020,complete,650590,APPMAG5A0C4BA607C4B,3,520.0,1040.0,23.07692308,24000.0,Appliances,Easypay,2020,12,FEMALE,23,Alexandria,No Cancelation or Refund
150421,04/16/2021,complete,782502,MATSAM5A7D77487B6EF,2,1716.0,1716.0,18.82750583,32308.0,Mobiles & Tablets,Payaxis,2021,4,FEMALE,18,Cairo,No Cancelation or Refund
37284,03/05/2021,complete,738057,MATTEL5A462528E403F,2,479.9,479.9,16.67013961,8000.0,Mobiles & Tablets,easypay_voucher,2021,3,MALE,66,Cairo,No Cancelation or Refund
272287,08/06/2021,canceled,880436,MATSAM5B10F7E2AC8C1,3,11669.9,23339.8,0.0,0.0,Mobiles & Tablets,bankalfalah,2021,8,FEMALE,73,Cairo,product did not match the description
191492,07/17/2021,canceled,871707,HALSON59DF3C897748E,2,667.4,667.4,0.0,0.0,Home & Living,bankalfalah,2021,7,MALE,60,Alexandria,product damaged during shipping
148809,04/05/2021,canceled,771871,MATTEL5A462528E403F,3,479.2,958.4,0.0,0.0,Mobiles & Tablets,cod,2021,4,FEMALE,74,Cairo,product damaged during shipping
